id	preposition index	preposition	hyp governor index	hyp governor	gold governor index	gold governor	sentence
6782818493_4	5	for	3	line	3	line	Two hockey players line up for a face-off during a game .
6782818493_4	8	during	3	line	3	line	Two hockey players line up for a face-off during a game .
6784757122_1	8	through	2	rides	2	rides	A jockey rides her pale and mottled horse through some jumps ; one of the obstacles takes the shape of a pair of old-fashioned Coke bottles .
6784757122_3	8	near	3	jumping	7	competition	A young woman jumping her horse in competition near the ocean .
6785884778_4	7	for	2	performs	6	hoops	A woman performs with two hula hoops for a crowd .
6788339456_1	8	together with	7	sing	4	men	A group of young men on stage sing together with looks of passionate expression on their faces .
6789373753_4	8	in	3	workers	7	area	No male construction workers in a work area in a city .
6790355893_1	13	during	11	captured	11	captured	Children playing basketball are captured with the team member in possession captured midair during a jump shot and the defending team blocking from the ground .
6790355893_3	19	up to	18	jump	18	jump	A basketball player in white in red goes up for the shot as two defensive men in red jump up to block the shot .
6790355893_1	22	from	21	blocking	21	blocking	Children playing basketball are captured with the team member in possession captured midair during a jump shot and the defending team blocking from the ground .
6790355893_3	9	for	7	goes	7	goes	A basketball player in white in red goes up for the shot as two defensive men in red jump up to block the shot .
6790839304_1	11	out of	10	eating	10	eating	Two people sitting on a brick wall in a city eating out of a brown box with the sun shining down on them .
6790839304_1	7	in	2	sitting	6	wall	Two people sitting on a brick wall in a city eating out of a brown box with the sun shining down on them .
6790868526_1	12	at	11	standing	11	standing	A woman , with a tattoo on her arm , is standing at a desk using a computer mouse .
6797626960_1	15	out of	12	knock	10	jumping	A teenage boy who is wearing red and black is jumping up to knock a basketball out of the hand of a teenage boy wearing white and orange while a crowd watches .
6798727809_5	3	into	2	looks	2	looks	A scientist looks into a microscope in a lab .
6798727809_1	7	into	6	looking	6	looking	A man in a lab coat looking into a microscope with containers in the background .
6798727809_2	8	through	7	looking	7	looking	A man in a lab coat is looking through the eyepiece of a microscope .
6800320974_2	2	at	1	sit	1	sit	People sit at a beach watching the water , with a man on a stand labeled Pipe Challenge .
6800762956_1	2	on	1	man	1	man	A man on a boat feeding many water birds and two parents in chairs with their little girl on the side .
6800762956_3	5	around	4	gathers	1	flock	A flock of swans gathers around a person in a boat on a sunny day .
6800762956_3	8	in	4	gathers	1	flock	A flock of swans gathers around a person in a boat on a sunny day .
6800805602_2	14	under	13	equipment	8	lab	A woman wearing glasses is working in a lab with test tubes and equipment under a glass protector .
6801411052_2	16	from	15	drink	15	drink	Indoor closeup of an Asian boy in a striped shirt and a mohawk about to drink from a straw .
6801411052_5	2	inside	1	children	1	children	two children inside a kitchen with straws .
6801411052_4	3	through	2	drinks	2	drinks	A child drinks through a straw at his daycare .
6801523493_3	7	at	3	dressed	6	outfits	Several young people dressed in orange outfits at a Lion Dance Festival .
6802728196_2	5	in	3	pose	4	smiling	Two little girls pose smiling in a bath with soap on their faces .
6804390530_3	3	through	2	run	2	run	Sled dogs run through the snow with their tongues hanging out .
6807909584_1	15	into	14	sliding	14	sliding	A woman wearing a blue jersey with the number 8 on the back is sliding into a base in a softball game with a woman in a white jersey is jumping in front of her .
6808669924_2	2	in	1	man	1	man	A man in a cluttered motorboat rows whilst his female passenger has a look of disappointment on her face .
6808669924_1	19	in	5	are	10	boat	A man and a woman are in a small white boat with a red paddle and an outboard motor in a body of water on a sunny day .
6808669924_4	10	along with	6	riding	6	riding	A man and a woman are riding in a boat along with several large items .
6808669924_4	7	in	6	riding	6	riding	A man and a woman are riding in a boat along with several large items .
6810081173_1	14	next to	10	stands	10	stands	A baby puts his hands in some soap as he stands in the kitchen next to the sink .
6810081173_4	8	from	2	washes	2	washes	A baby washes its hands in soapy water from a sink .
6813886436_1	26	for	25	allow	25	allow	Two joggers on opposite sides of a line of trees go down a road in fall , both dressed warmly while still in shorts to allow for freedom of movement .
6818145388_2	9	with	1	man	1	man	A man in a white shirt and black vest with a helmet riding a horse for what seems to be a rodeo .
6818145388_3	10	during	3	competing	3	competing	A man is competing in a bareback bronco riding competition during a rodeo in front of a crowd .
6818145388_3	13	in front of	3	competing	3	competing	A man is competing in a bareback bronco riding competition during a rodeo in front of a crowd .
6818145388_3	4	in	3	competing	3	competing	A man is competing in a bareback bronco riding competition during a rodeo in front of a crowd .
6819335909_2	3	through	2	tread	2	tread	Two people tread through the snow in an all terrain vehicle .
6819335909_3	3	through	2	riding	2	riding	Two people riding through the snow under ice-laden trees .
6819335909_3	6	under	2	riding	2	riding	Two people riding through the snow under ice-laden trees .
6819505146_1	3	in front of	2	pose	2	pose	Four men pose in front of a dry-docked boat ; three of them are sitting with a pair of drums .
6820458661_1	14	against	13	leans	9	eyes	A small child wearing a blue sweatshirt hides his eyes with hands and leans against drawers .
6822696890_4	9	for	5	reaching	5	reaching	Two men in wheelchairs are reaching in the air for a basketball .
6823748160_3	6	near	2	playing	5	snow	Two children playing in the snow near a stack of logs .
6825723456_2	1	with	0	Boy	0	Boy	Boy with a blue shirt , playing in the street with a toy .
6826414310_2	3	around	2	go	2	go	4 guys go around a turn in a speed skating competition .
6826996871_1	2	for	1	run	1	run	Racers run for the finish line , in an indoor meet , and one man has a big lead .
6827875949_2	11	for	10	poses	10	poses	Young man in blue snow jacket and blue pants , poses for a picture with the snowman he made .
6829010449_1	22	by	21	kneeling	21	kneeling	A young boy wearing a dark blue jacket and hat is holding a gold and white dog in his arms and kneeling by a metal fence in the snow .
6829010449_3	2	with	1	boy	1	boy	A boy with a black jacket and a blue hat is hugging a brown and white dog on a porch in the snow .
6829010449_4	9	by	6	poses	6	poses	A child wearing a winter cap poses with dog by a gate in a snowy scene .
6832467280_3	4	at	3	skateboarding	3	skateboarding	A boy is skateboarding at a concrete skate park at the beach .
6834460619_4	4	into	2	looking	2	looking	A man looking out into the water through a telescope .
6834460619_4	7	through	2	looking	2	looking	A man looking out into the water through a telescope .
6834478325_1	4	into	3	stares	3	stares	Young karate student stares into the mirror at his failure in life .
6834490808_3	4	through	3	dives	3	dives	A person scuba dives through a school of fish .
6834506532_1	4	below	3	swimming	3	swimming	Five snorkelers are swimming below water with many bubbles rising up above them .
6835586066_1	25	through	26	motion	21	pictured	A pitcher , wearing a dark green jersey and a green and yellow cap , is delivering a pitch and is pictured in his follow through motion .
6837397383_1	8	of	7	frame	7	frame	Five construction workers are working on the frame of a building with three of them leaning against the railing .
6838086484_2	9	in	8	person	8	person	Man in white karate uniform , flipping another person in a blue uniform with people looking on .
6840400032_3	5	for	2	playing	2	playing	Musicians are playing their instruments for a crowd of onlookers .
6840400032_5	4	for	3	busking	3	busking	A string quartet busking for a crowd on the street .
6843047255_2	5	with	2	juggles	4	objects	A man juggles flaming objects with a fence and a car in the background .
6843047255_1	11	near	5	tossing	10	night	This is a male juggler tossing three flaming batons at night near a yellow car and in front a picket fence .
6845811278_1	10	on	9	is	9	is	A man with white hair and a white mustache is on a bicycle with a blue laundry basket resting on the handlebars .
6845811278_1	13	with	9	is	12	bicycle	A man with white hair and a white mustache is on a bicycle with a blue laundry basket resting on the handlebars .
6845811278_2	14	instead of	5	taking	10	done	Older male saving money by taking his laundry to be done with the bicycle instead of the truck .
6845813494_3	10	for	9	smiles	9	smiles	A woman in a blue shirt and snow skis smiles for the camera in front of some trees and snowy mountains .
6845813494_1	19	atop	18	skiing	16	smiling	A woman with short brown hair wearing black pants , and a light blue sweater is smiling and skiing atop a snow covered mountain with a scenic view in the background .
6845813494_3	2	in	1	woman	1	woman	A woman in a blue shirt and snow skis smiles for the camera in front of some trees and snowy mountains .
6845813494_2	9	at the top of	8	poses	8	poses	A woman in a light blue fleece jacket poses at the top of a snowy hill with a range of mountains behind her .
6847322193_1	11	outside	8	clean	5	pants	Young male soldiers in camouflage pants and helmets clean up debris outside a building .
6847695941_2	11	above	3	performs	10	midair	A young man performs a trick on his scooter in midair above some concrete steps .
6847842974_1	15	over	14	cloth	14	cloth	A woman wearing blue pants and a blue and pink shirt with a white cloth over her head is kneeling on front of several buckets and containers on the floor .
6847842974_2	5	near	3	squatting	3	squatting	A person is squatting down near buckets , holding something in one hand .
6847883340_4	9	past	8	walk	5	dressed	A group of young men dressed in red walk past a tour bus .
6848900321_1	17	into	13	pours	16	drink	A man wearing a plaid cap , his arm covered in tattoos , pours a mixed drink into a martini glass that sits beside an squat liquor bottle with a silver label , a dark brown bottle with a light label and a green bottle with a striped , brown label .
6848900321_1	23	beside	22	sits	16	drink	A man wearing a plaid cap , his arm covered in tattoos , pours a mixed drink into a martini glass that sits beside an squat liquor bottle with a silver label , a dark brown bottle with a light label and a green bottle with a striped , brown label .
6848901011_1	3	in	2	waiter	2	waiter	A young waiter in a bar setting pours a drink from a bottle into a cup .
6848901011_1	10	from	7	pours	6	setting	A young waiter in a bar setting pours a drink from a bottle into a cup .
6848901011_1	13	into	7	pours	6	setting	A young waiter in a bar setting pours a drink from a bottle into a cup .
6848902929_1	14	into	10	pouring	10	pouring	A bartender with a black shirt and gloves on is pouring a brown drink into two glasses with the assistance of a rod .
6848902929_1	2	with	1	bartender	1	bartender	A bartender with a black shirt and gloves on is pouring a brown drink into two glasses with the assistance of a rod .
6848904367_2	2	in	1	woman	1	woman	A woman in a black short-sleeved shirt smiles at the camera as she mixes a drink .
6848905435_1	6	into	5	looking	5	looking	Two scientists work together , looking into the smoke of their experiment to see how it ' s all coming together .
6848906115_2	10	for	9	pose	4	men	Three people , two men and a female , pose for a picture with bottles of drinks and dressed in science gowns .
6848906115_5	6	for	5	pose	5	pose	Three adults wearing lab coats pose for a picture with alcohol .
6850198746_2	4	into	3	going	3	going	I see people going into a yellow bus from another country , not United States .
6850198746_2	8	from	7	bus	7	bus	I see people going into a yellow bus from another country , not United States .
6850198746_3	9	in	8	man	1	woman	A woman in a pink shirt and a man in a Hawaiian short board a yellow bus .
6850858386_1	13	with	9	racing	9	racing	A trio of motocross racers in protective gear are racing on a track with a forest of leafless trees in the background .
6851802767_2	13	over	11	throwing	11	throwing	A girl with a black winter jacket and brown boots is throwing snow over a fence around a canal or waterway .
6851802767_2	16	around	11	throwing	11	throwing	A girl with a black winter jacket and brown boots is throwing snow over a fence around a canal or waterway .
6851802767_1	24	beside	20	standing	20	standing	A young woman in a black coat , hat , and leather boots , carrying a white handbag , is standing in the snow beside a small river , in front of a boat named Savoie , with her arm outstretched as though throwing a stone into the water .
6851802767_2	2	with	1	girl	1	girl	A girl with a black winter jacket and brown boots is throwing snow over a fence around a canal or waterway .
6851802767_1	3	in	2	woman	2	woman	A young woman in a black coat , hat , and leather boots , carrying a white handbag , is standing in the snow beside a small river , in front of a boat named Savoie , with her arm outstretched as though throwing a stone into the water .
6851802767_1	44	into	41	throwing	41	throwing	A young woman in a black coat , hat , and leather boots , carrying a white handbag , is standing in the snow beside a small river , in front of a boat named Savoie , with her arm outstretched as though throwing a stone into the water .
6851802767_3	13	during	6	posing	6	posing	A woman in all black is posing next to the railing at a river during winter .
6851802767_3	7	next to	6	posing	6	posing	A woman in all black is posing next to the railing at a river during winter .
6852300231_4	6	in	1	man	5	sidewalk	A man on a city sidewalk in a coat playing a brass clarinet .
6853156555_1	6	around	5	sit	1	women	Two women and a man sit around a table at an outdoor cafe smoking .
6853360659_1	19	above	18	is	18	is	A woman with short red-hair is in some very cloudy water by a shoreline and only her head is above the water .
6853360659_1	11	by	5	is	5	is	A woman with short red-hair is in some very cloudy water by a shoreline and only her head is above the water .
6853777359_1	5	for	4	waving	4	waving	A balding man is waving for the camera as he is seated in a large vehicle with several people dressed in coats , hats and other winter clothing .
6853777359_4	14	in	8	sitting	8	sitting	A man has taken a photo of people sitting behind him on a bus in a chilly climate .
6853913173_3	13	on	12	stands	1	man	A man in nothing but a pair of shorts and green crocs stands on a bridge covered with snow .
6853913173_2	3	along with	8	standing	7	is	A man , along with three others , is standing in snowy and cold weather with only green shoes and black shorts on .
6854470253_2	13	for	12	vie	12	vie	Two hockey players with black jerseys and two players with white jerseys vie for the puck against the glass .
6854470253_2	16	against	12	vie	15	puck	Two hockey players with black jerseys and two players with white jerseys vie for the puck against the glass .
6854470253_1	21	into	19	pushing	19	pushing	Four ice hockey players are crowded around the edge of the rink up against the wall , with one player pushing another into the wall .
6854470253_1	6	around	5	crowded	5	crowded	Four ice hockey players are crowded around the edge of the rink up against the wall , with one player pushing another into the wall .
6854470253_1	12	up against	5	crowded	8	edge	Four ice hockey players are crowded around the edge of the rink up against the wall , with one player pushing another into the wall .
6856691889_1	13	into	10	pouring	10	pouring	A dark-skinned man wearing some sort of traditional garment is pouring a grain into a pot over a fire .
6856691889_1	16	over	10	pouring	15	pot	A dark-skinned man wearing some sort of traditional garment is pouring a grain into a pot over a fire .
6857646118_3	5	of	4	roof	4	roof	Firefighters stand on the roof of a building surrounded by trees .
6858310184_1	22	against	15	performs	21	snowboard	A person wearing a maroon hat , a red hood , and bright green pants performs an aerial trick on a snowboard against a background of trees .
6858310184_4	2	in the middle of	1	man	1	man	A man in the middle of a jump while snowboarding .
6858310184_2	7	through	6	flying	6	flying	A man with green pants is flying through the air on a snowboard , with trees in the background .
6858312644_1	7	with	2	balances	2	balances	A snowboarder balances on an obstacle , with a bright light in the background , while snowboarding at night .
6858312644_3	4	for	3	competes	3	competes	A young person competes for the snowboarding title in their town .
6858312644_2	7	down	3	grinding	3	grinding	A snowboarder is grinding on a rail down a slope with snow all around .
6858393129_2	12	from	9	get	9	get	Two men in blue basketball uniforms are trying to get the ball from a man in a white basketball uniform , who is in midair .
6858393129_1	12	for	11	goes	11	goes	At a men ' s basketball game , number twenty -one goes for the shot even though he is getting double teamed by the boys in blue .
6861028771_2	7	toward	6	proceeding	6	proceeding	A line of ox carts is proceeding toward the camera on the left side of a road with trees on both sides .
6862894029_4	7	in the middle of	3	is	3	is	A mountain biker is in the midair in the middle of a stunt .
6864033895_3	5	with	3	juggling	4	oranges	A woman is juggling oranges with a happy look on her face in a suburban backyard .
6864521935_2	12	for	9	catching	9	catching	A soccer player wearing a red and white uniform catching the ball for a score as the opponent wearing a blue and white uniform is in the background along with a crowd of people watching the game .
6864521935_3	14	for	10	diving	13	ball	Two rugby players competing in a match with one player diving with the ball for a score .
6864524045_4	12	during	2	players	2	players	Several soccer players in defensive position ( s ) on the ground during a game .
6864524045_3	3	over	2	fighting	2	fighting	Rugby players fighting over the ball on the ground with bald heads in an official game .
6864661881_5	4	near	2	bends	2	bends	A man bends over near the rear of his car .
6864936264_3	7	in front of	3	standing	3	standing	Several people are standing on the grass in front of a building .
6867047658_1	20	out of	19	jumped	19	jumped	A person in a flying helicopter watching someone in a multicolored snowsuit on a board who might have just jumped out of the helicopter .
6867047658_5	5	with	1	snowboarder	1	snowboarder	A snowboarder in the air with a helicopter behind them .
6867047658_1	12	on	7	someone	11	snowsuit	A person in a flying helicopter watching someone in a multicolored snowsuit on a board who might have just jumped out of the helicopter .
6869020887_5	7	outside	2	hangs	6	line	A woman hangs socks on a line outside her window .
6869020887_2	13	outside	8	hanging	12	clothesline	A person in a tan and blue sweater hanging clothes on a clothesline outside the window of her building .
6870444330_2	14	in front of	10	holding	6	standing	A man in a plaid is standing on a stage holding a microphone , in front of a crowd .
6870444330_4	6	under	2	standing	2	standing	A man standing with a microphone under lights in front of a crowd .
6870444330_4	8	in front of	2	standing	2	standing	A man standing with a microphone under lights in front of a crowd .
6870614177_4	7	around	4	racing	4	racing	A group of people racing on bikes around a track .
6871582253_2	2	in	1	man	1	man	A man in a blue uniform tries to shoot a basket during a basketball game , while surrounded by three men in white uniforms , and as another blue-uniformed player looks on .
6871582253_2	11	during	6	tries	8	shoot	A man in a blue uniform tries to shoot a basket during a basketball game , while surrounded by three men in white uniforms , and as another blue-uniformed player looks on .
6871584239_1	12	above	11	held	11	held	Two basketball players in blue and yellow uniforms with their arms held above their heads are eagerly exerting themselves to be very close to a struggling guy in white uniform with red trim who is tightly holding a basketball .
6871584239_1	22	close to	20	be	20	be	Two basketball players in blue and yellow uniforms with their arms held above their heads are eagerly exerting themselves to be very close to a struggling guy in white uniform with red trim who is tightly holding a basketball .
6872009832_1	13	by	12	driven	12	driven	A lone red , white , and black race car is being driven by a single driver on a racetrack .
6872034011_1	6	with	2	walking	2	walking	A person walking in the snow with a forest of trees in the background .
6872034011_5	4	into	3	heading	3	heading	A skier is heading into a grove of trees .
6872034011_2	8	with	3	going	7	slope	A skier is going down a snowy slope with a bank of trees ahead of him .
6874319721_4	4	for	3	fighting	3	fighting	Two hockey players fighting for the puck at center ice .
6876946433_3	10	above	9	working	9	working	A man with a yellow hard hat on is working above some water .
6876946433_1	18	near	13	working	17	machine	A worker wearing safety equipment including a life vest and hard hat is working on some big machine near water .
6876946433_2	9	on	3	checking	5	condition	Construction worker is checking the condition of the bits on a boring machine .
6877046697_2	8	in	7	wrapped	7	wrapped	A person sitting on the corner , wrapped in a blanket in front of a metal door .
6878167613_1	26	from	25	watch	25	watch	A man who is wearing all black is playing golf on a green field in front of a huge MasterCard sign as a huge crowd of people watch from the sidelines .
6878167613_3	11	with	3	getting	3	getting	A golfer is getting ready to putt on the green , with a crowd of people watching in the background .
6878447046_1	11	with	10	box	5	looking	An elder man with glasses looking inside a MakerBot Industries box with a curl of red wire placed on top .
6878447046_3	11	from	10	box	7	looking	A gentleman is sitting at a table looking at a box from MakerBot Industries .
6878447046_1	6	inside	5	looking	5	looking	An elder man with glasses looking inside a MakerBot Industries box with a curl of red wire placed on top .
6878447046_3	8	at	7	looking	7	looking	A gentleman is sitting at a table looking at a box from MakerBot Industries .
6878447046_4	8	from	7	contraption	7	contraption	An old man looks at an unknown contraption from MakerBot Industries .
6878448282_1	30	like	29	looks	29	looks	A child in a yellow shirt is crushing something in a stone bowl on a table while another child wearing a blue shirt with a rainbow on it who looks like her twin stands against her , looking over her shoulder .
6878448282_1	38	over	37	looking	37	looking	A child in a yellow shirt is crushing something in a stone bowl on a table while another child wearing a blue shirt with a rainbow on it who looks like her twin stands against her , looking over her shoulder .
6878448810_3	5	around	3	swirls	3	swirls	A little girl swirls paint around a piece of paper .
6878990168_5	4	during	1	men	1	men	Two men in mud during a race .
6879527197_1	2	in	1	boy	1	boy	A boy in a bright blue shirt with white helmet in on a skateboard doing tricks on a ramp .
6881071903_1	14	through	13	maneuvering	13	maneuvering	Man on bike , with bike clothing and helmet on , having trouble maneuvering through sand from beach .
6881071903_1	16	from	13	maneuvering	13	maneuvering	Man on bike , with bike clothing and helmet on , having trouble maneuvering through sand from beach .
6881071903_3	2	up to	1	looking	1	looking	Picture looking up to a marathon biker on his bike , going down an aisle of people .
6881071903_5	5	through	2	riding	2	riding	A man riding a bicycle through a crowd of people .
6881116831_4	7	in	1	men	1	men	Several men in yellow and green vest in a cafe having lunch .
6881414247_5	4	through	3	looking	3	looking	A young adult looking through the lens of a large telescope .
6881643101_1	5	from	3	captured	3	captured	A snowboarder is captured midair from a jump off a half-pipe and performs a trick grabbing the back of his board .
6881643101_1	8	off	7	jump	7	jump	A snowboarder is captured midair from a jump off a half-pipe and performs a trick grabbing the back of his board .
6882420474_4	3	on	2	man	2	man	This a man on a boat in calm water surrounded by trees .
6882420474_5	4	in	2	holds	2	holds	A man holds something in a boat on a wide river .
6882420474_3	4	in	3	standing	3	standing	A man is standing in a boat on a river surrounded by trees .
6882420474_2	5	out of	3	hauling	3	hauling	A man is hauling something out of the water into a small boat .
6882420474_2	8	into	3	hauling	3	hauling	A man is hauling something out of the water into a small boat .
6882870726_3	6	at	2	looks	2	looks	A passerby looks at the selection at a butcher shop .
6882870726_2	9	for	8	offerings	8	offerings	Man in red looks at the butcher shop offerings for the day .
6883198537_1	12	next to	11	standing	11	standing	A bearded man , wearing a hat and vest , is standing next to an open fire from a stove .
6883198537_1	16	from	15	fire	15	fire	A bearded man , wearing a hat and vest , is standing next to an open fire from a stove .
6883198537_2	3	towards	2	leans	2	leans	A man leans towards a fire to check on the contents of a pot .
6883672742_3	5	out of	4	jumping	4	jumping	Line of military men jumping out of a plan with parachutes .
6885986568_4	8	above	6	is	6	is	A cyclist on a small bike is airborne above a pile of dirt .
6886763182_1	13	into	12	speaking	12	speaking	A man , dressed in studded garb , working a keyboard and speaking into a microphone at a music event .
6887014959_1	20	across	19	demeanor	12	poses	A guy seems to be getting a lot of love as he poses in front of a lighthouse with a suave demeanor across his face .
6887014959_4	8	in	4	kissed	4	kissed	A guy is being kissed by two girls in a beachfront setting with a lighthouse .
6887015039_2	13	for	12	smile	10	pool	Two young girls look up at the camera from the pool and smile for a picture .
6887015039_2	8	from	3	look	3	look	Two young girls look up at the camera from the pool and smile for a picture .
6887015851_3	7	for	3	pose	6	puppy	Two young boys pose with a puppy for a family picture .
6887324285_3	5	under	2	kicking	2	kicking	A snowboarder kicking up snow under a tree on a mountain .
6888161449_1	11	down	10	run	10	run	During a sporting match , several players in black uniforms run down the field while the ball is in midair .
6888161449_5	3	after	2	chase	2	chase	Soccer players chase after the ball during a game .
6888161449_5	6	during	2	chase	2	chase	Soccer players chase after the ball during a game .
6888161449_1	0	During	6	players	10	run	During a sporting match , several players in black uniforms run down the field while the ball is in midair .
6888476281_2	10	behind	9	stands	9	stands	An Asian barber with a towel over his arm stands behind an empty barber shop chair .
6888476281_3	2	in	1	barber	1	barber	A barber in a blue shirt waits for his next customer to work on .
6888476281_2	6	over	5	towel	2	barber	An Asian barber with a towel over his arm stands behind an empty barber shop chair .
6888476281_3	7	for	6	waits	6	waits	A barber in a blue shirt waits for his next customer to work on .
6888476281_1	10	for	7	have	7	have	The barber invites his next customer to have a seat for a turn at good grooming practices .
6888808971_2	3	with	2	carrier	2	carrier	A postal carrier with a big smile stands on the sidewalk with his cart of mail .
6889307511_2	2	with	1	man	1	man	A man with a gray beard in a karate stance with a yellow belt on his waist .
6891956806_2	10	over	9	paint	2	speckled	A man speckled with blue , orange and green paint over his upper body is holding up a camera .
6892085645_2	9	down	3	riding	3	riding	An oriental man riding a bike with a basket down a wet street .
6892085645_2	6	with	3	riding	3	riding	An oriental man riding a bike with a basket down a wet street .
6892085645_1	10	in the middle of	5	sitting	5	sitting	A young Asian man is sitting on a rusted bike in the middle of the wet street .
6893218038_1	15	through	14	looking	14	looking	A young adult female in a white lab coat and purple latex gloves is looking through a microscope in a lab .
6893218038_4	3	through	2	looking	2	looking	A scientist looking through a microscope at a sample .
6893463876_3	10	along	9	race	3	participating	A runner is participating in a run session or race along a desolate stretch of country road .
6893981593_1	23	onto	20	carve	20	carve	A craftsmen sits , gazing intently at his work as he hammers a chisel at his work in order to carve small details onto the statue .
6894308947_1	9	in	3	enjoys	3	enjoys	A young family enjoys an outing on a blanket in a crowd of other people with the same idea .
6894308947_3	11	along with	3	sitting	3	sitting	A family is sitting on a blanket in a grass field along with other families .
6894308947_3	4	on	3	sitting	3	sitting	A family is sitting on a blanket in a grass field along with other families .
6894308947_1	6	on	3	enjoys	3	enjoys	A young family enjoys an outing on a blanket in a crowd of other people with the same idea .
6894308947_4	8	in	4	sit	1	family	A family of four sit on a quilt in a crowd of others .
6894308947_2	11	among	7	sitting	7	sitting	A man and woman with young children sitting on a blanket among a crowd of people .
6894308947_2	8	on	7	sitting	7	sitting	A man and woman with young children sitting on a blanket among a crowd of people .
6894721598_5	5	at	4	waving	4	waving	A group of people waving at a camera while holding candles .
6895479523_4	3	close to	2	sitting	2	sitting	A man sitting close to the center of a room that is filled with pictures .
6895479523_1	4	in the middle of	3	sitting	3	sitting	A man is sitting in the middle of a room in an art gallery , and is putting some frames together , preparing a piece of art for hanging .
6896996092_1	20	during	19	held	19	held	A gentlemen dressed in a purple shirt with a red apron selling items to eat at a sport event held during the day in the summer time .
6897153076_2	13	by	12	defended	12	defended	A basketball player in a yellow uniform tries to dribble while being defended by a player in a blue uniform .
6897153076_2	16	in	15	player	15	player	A basketball player in a yellow uniform tries to dribble while being defended by a player in a blue uniform .
6897153076_1	17	for	16	contesting	16	contesting	Two men , one in a yellow uniform and one in a blue uniform , are contesting for a basketball during a game with other players in the background .
6897153076_1	20	during	16	contesting	16	contesting	Two men , one in a yellow uniform and one in a blue uniform , are contesting for a basketball during a game with other players in the background .
6897514777_5	4	in	0	Laying	3	couch	Laying on a couch in Ikea .
6899004387_2	3	outside of	2	sweeps	2	sweeps	A woman sweeps outside of the entrance to a building with two huge wooden doors .
6899246013_2	9	on	8	are	8	are	Two basketball players , one from GSU , are on a basketball court in the SWAC Tournament .
6901983968_1	3	with	2	child	2	child	A blue-eyed child with a dirty face looks off into the distance with his hand covering his part of his face .
6901983968_1	9	into	7	looks	7	looks	A blue-eyed child with a dirty face looks off into the distance with his hand covering his part of his face .
6904240901_2	10	down	9	runs	7	striped	A child in a red jacket and striped hat runs down a sidewalk next to a short wall .
6904240901_2	13	next to	9	runs	7	striped	A child in a red jacket and striped hat runs down a sidewalk next to a short wall .
6904764378_1	16	by	15	standing	15	standing	A man in a green shirt and a woman in a white tank top are standing by a yellow flag at the hole on a golf course , with other golfers in the background .
6906686416_1	4	above	2	is	2	is	A man is midair above the water on a water board as the water splashes up underneath him .
6907002468_3	6	along	4	riding	4	riding	There are two males riding bicycles along a dirt track in the forest .
6907188365_4	6	during	2	makes	2	makes	A man makes a diving catch during a game of ultimate frisbee .
6910899095_2	10	after	9	run	4	dressed	A professional soccer player dressed in black and white run after the ball after his opponent kicks it in the wrong direction .
6910899095_3	17	for	16	battle	16	battle	Four soccer players , two in blue and red and two in white and black , battle for control of airborne soccer ball .
6910899095_5	13	during	6	kicking	6	kicking	A soccer player in the field kicking the soccer ball in the air during the game .
6911538978_4	10	in	9	engage	9	engage	At a fencing tournament in a gymnasium two fencers engage in a duel with their swords .
6911538978_3	3	between	2	match	2	match	A fencing match between two participants with an audience looking on and another fencer behind them .
6911576445_3	2	through	1	push	1	push	Athletes push through the snow during a crosscountry skiing trial .
6911576445_3	5	during	1	push	1	push	Athletes push through the snow during a crosscountry skiing trial .
6912268860_1	12	during	4	getting	5	hit	Two soccer player are getting hit in the head with a ball during a game , as a crowd watches .
6912268860_1	9	with	5	hit	5	hit	Two soccer player are getting hit in the head with a ball during a game , as a crowd watches .
6913022231_1	17	for	16	stripes	16	stripes	A man on a bike type contraption , wearing a white suit with green and yellow stripes for Japan , races with some spectators in the background .
6913022231_1	2	on	1	man	1	man	A man on a bike type contraption , wearing a white suit with green and yellow stripes for Japan , races with some spectators in the background .
6913022231_3	8	inside of	3	riding	3	riding	A bicyclist is riding on a wooden track inside of a gymnasium .
6914819541_2	15	instead of	11	using	7	sled	Two men and one woman trying to sled in show , using coats and plastic instead of sleigh .
6914913606_1	45	against	5	crosses	44	background	A group of uniformed schoolgirls crosses a street in a residential neighborhood , with a fancy balcony and a less prominent balcony on the left , much less ornate structures on the right , and a beautiful yellow church with two towers in the background against a blue sky with thin clouds .
6914913606_1	13	with	5	crosses	5	crosses	A group of uniformed schoolgirls crosses a street in a residential neighborhood , with a fancy balcony and a less prominent balcony on the left , much less ornate structures on the right , and a beautiful yellow church with two towers in the background against a blue sky with thin clouds .
6915308239_2	3	in front of	2	standing	2	standing	A man standing in front of a class of Asian students holding a picture of Santa Claus .
6915574150_2	9	next to	3	holding	8	room	A toddler-aged girl holding a toothbrush in a room next to a tunnel toy .
6915657364_1	5	for	4	posing	4	posing	Five black children are posing for this picture on a dirt surface with a yellow bulldozer in the background .
6915657364_4	5	in front of	4	stand	4	stand	A group of children stand in front of a field of bare earth .
6915657364_5	8	for	4	look	7	camera	A group of boys look at the camera for a picture .
6915657364_3	6	for	5	posing	5	posing	Several black children are gathered posing for the picture in a field .
6917516932_3	5	into	4	sliding	4	sliding	A baseball player is sliding into second base while the opposing infielder jumps .
6917596231_2	20	about	16	drawn	2	men	Seven young men on the beach playing a game of balance and skill involving concentric circles drawn in the sand about three feet apart .
6917596231_5	4	on	1	group	1	group	A group of people on a beach are simulating an earth-shattering punch .
